   1.6500000e+00   2.1000000e+00   1.0000000e+00
   9.5000000e-01   1.6500000e+00   1.0000000e+00
   2.7000000e+00   1.6500000e+00   1.0000000e+00
   1.5500000e+00   1.0500000e+00   1.0000000e+00
   2.0000000e+00   1.2000000e+00   1.0000000e+00
   2.5500000e+00   9.5000000e-01   1.0000000e+00
   3.1000000e+00   1.1500000e+00   1.0000000e+00
   8.5000000e-01   4.5000000e-01   1.0000000e+00
   2.0500000e+00   5.0000000e-01   1.0000000e+00
   8.0000000e-01   7.5000000e-01   1.0000000e+00
   3.1000000e+00   7.5000000e-01   1.0000000e+00
   2.0000000e+00   1.8000000e+00   1.0000000e+00
   1.6500000e+00   5.5000000e-01   1.0000000e+00
   1.9000000e+00   1.0000000e+00   2.0000000e+00
   2.8500000e+00   3.0000000e-01   1.0000000e+00
   2.1500000e+00   4.5000000e-01   1.0000000e+00
   3.7500000e+00   6.5000000e-01   1.0000000e+00
   3.5000000e+00   1.0500000e+00   1.0000000e+00
   3.0000000e+00   1.9000000e+00   1.0000000e+00
   1.4500000e+00   1.8500000e+00   1.0000000e+00
   1.4500000e+00   1.4500000e+00   1.0000000e+00
   3.7500000e+00   2.0000000e-01   1.0000000e+00
   3.6000000e+00   2.0000000e-01   1.0000000e+00
   3.7500000e+00   1.0500000e+00   1.0000000e+00
   3.5000000e+00   1.6500000e+00   1.0000000e+00
   5.8500000e+00   6.9500000e+00   1.0000000e+00
   5.6000000e+00   6.3500000e+00   1.0000000e+00
   6.2000000e+00   6.3500000e+00   1.0000000e+00
   5.7500000e+00   6.1500000e+00   1.0000000e+00
   5.7500000e+00   5.9000000e+00   1.0000000e+00
   6.2000000e+00   5.6500000e+00   1.0000000e+00
   7.4000000e+00   5.8000000e+00   1.0000000e+00
   6.7000000e+00   6.3500000e+00   1.0000000e+00
   6.9000000e+00   5.8500000e+00   1.0000000e+00
   6.4500000e+00   7.3000000e+00   1.0000000e+00
   7.4000000e+00   7.3000000e+00   1.0000000e+00
   5.6000000e+00   7.5000000e+00   1.0000000e+00
   4.3500000e+00   7.4500000e+00   1.0000000e+00
   4.6500000e+00   7.0500000e+00   1.0000000e+00
   8.0000000e+00   4.6500000e+00   1.0000000e+00
   8.5000000e+00   5.3000000e+00   1.0000000e+00
   6.7500000e+00   5.3000000e+00   1.0000000e+00
   6.3500000e+00   5.8500000e+00   1.0000000e+00
   7.1500000e+00   6.2500000e+00   1.0000000e+00
   6.4500000e+00   6.9500000e+00   1.0000000e+00
   6.7500000e+00   7.2500000e+00   2.0000000e+00
   7.7000000e+00   5.4500000e+00   2.0000000e+00
   3.9500000e+00   3.8500000e+00   2.0000000e+00
   2.5000000e+00   3.6000000e+00   2.0000000e+00
   3.0500000e+00   4.2500000e+00   2.0000000e+00
   3.5000000e+00   4.6000000e+00   2.0000000e+00
   4.6500000e+00   4.1500000e+00   2.0000000e+00
   3.2000000e+00   3.3500000e+00   2.0000000e+00
   4.7500000e+00   3.3500000e+00   2.0000000e+00
   3.9000000e+00   3.2500000e+00   2.0000000e+00
   5.0500000e+00   3.2500000e+00   2.0000000e+00
   5.2000000e+00   3.8500000e+00   2.0000000e+00
   4.1000000e+00   5.1500000e+00   2.0000000e+00
   5.4500000e+00   4.5000000e+00   2.0000000e+00
   5.8500000e+00   3.4500000e+00   2.0000000e+00
   4.7000000e+00   4.8500000e+00   2.0000000e+00
   5.7500000e+00   3.1500000e+00   2.0000000e+00
   2.2000000e+00   2.2500000e+00   1.0000000e+00
   2.8000000e+00   2.4500000e+00   1.0000000e+00
   3.4000000e+00   3.7000000e+00   1.0000000e+00
   5.1500000e+00   4.3000000e+00   1.0000000e+00
   5.3000000e+00   7.4500000e+00   1.0000000e+00
   6.0500000e+00   7.4500000e+00   1.0000000e+00
   7.0000000e+00   6.6500000e+00   1.0000000e+00
   6.1500000e+00   6.6500000e+00   1.0000000e+00
   6.6500000e+00   5.9500000e+00   1.0000000e+00
   6.2000000e+00   5.9000000e+00   1.0000000e+00
   5.6500000e+00   6.4000000e+00   1.0000000e+00
   5.6000000e+00   6.6000000e+00   1.0000000e+00
   5.1000000e+00   6.9500000e+00   1.0000000e+00
   7.2500000e+00   6.8000000e+00   1.0000000e+00
   7.2500000e+00   5.7500000e+00   1.0000000e+00
   6.2500000e+00   5.5500000e+00   1.0000000e+00
   7.2000000e+00   5.5500000e+00   1.0000000e+00
   7.6000000e+00   6.4000000e+00   1.0000000e+00
   7.7000000e+00   6.6000000e+00   1.0000000e+00
   5.9000000e+00   6.5000000e+00   1.0000000e+00
   8.3234000e+00   7.5144500e+00   2.0000000e+00
   8.5753000e+00   7.9343000e+00   2.0000000e+00
   8.3024000e+00   7.0134700e+00   2.0000000e+00
   8.0100000e+00   7.6134500e+00   2.0000000e+00
   8.4770000e+00   7.5636700e+00   2.0000000e+00
