 -1.9283077e-001 -8.1080721e-002  1.0000000e+000
  1.1651692e-001 -4.7225455e-001  1.0000000e+000
  7.0387166e-001  1.9157558e-002  1.0000000e+000
  5.5610069e-001 -2.8947147e-001  1.0000000e+000
  7.6303294e-001  2.8011806e-002  1.0000000e+000
  8.4938410e-001  1.7333010e-003  1.0000000e+000
  7.1877585e-001 -1.9514936e-001  1.0000000e+000
  8.1980984e-001 -1.0353400e-001  1.0000000e+000
 -1.5527249e-001 -2.0145354e-001  1.0000000e+000
 -2.3578208e-001 -2.0393904e-001  1.0000000e+000
  5.8286241e-001 -1.4814176e-001  1.0000000e+000
  6.0652393e-001  1.1630510e-001  1.0000000e+000
  4.9674310e-003 -3.1635192e-001  1.0000000e+000
 -2.0109855e-001 -1.8107196e-001  1.0000000e+000
 -1.3189846e-001 -2.0996685e-001  1.0000000e+000
  6.2081681e-001 -1.6517523e-001  1.0000000e+000
 -2.0217195e-001 -1.5854127e-001  1.0000000e+000
  2.8349881e-001 -3.3203673e-001  1.0000000e+000
  6.4208283e-001 -6.3062169e-002  1.0000000e+000
  6.8696182e-001 -2.0175539e-001  1.0000000e+000
  8.7299891e-002 -3.1753440e-001  1.0000000e+000
  8.3426445e-001 -4.7869542e-002  1.0000000e+000
 -2.9826277e-001  7.2739195e-002  1.0000000e+000
  4.0076584e-001 -3.6401683e-001  1.0000000e+000
  6.6469202e-001 -3.2720331e-001  1.0000000e+000
 -2.4614135e-001 -4.7918967e-002  1.0000000e+000
 -2.2371774e-001 -1.0535082e-001  1.0000000e+000
  7.6568699e-001 -9.3152930e-002  1.0000000e+000
  5.4362252e-001 -2.4904905e-001  1.0000000e+000
 -3.4083919e-001  2.5583615e-002  1.0000000e+000
  4.7274971e-001 -2.0690896e-001  1.0000000e+000
  4.2831269e-002 -3.6728327e-001  1.0000000e+000
  4.7227837e-001 -2.9577198e-001  1.0000000e+000
  4.3721512e-001 -3.3888421e-001  1.0000000e+000
 -1.2278126e-001 -2.2690974e-001  1.0000000e+000
 -3.2610355e-001  6.8965199e-002  1.0000000e+000
 -2.6075283e-001 -1.8487720e-001  1.0000000e+000
  4.5154447e-001 -2.7639084e-001  1.0000000e+000
  9.7780600e-002 -3.4038560e-001  1.0000000e+000
  7.2657828e-001 -4.4425572e-003  1.0000000e+000
  5.3341066e-001 -1.7463605e-001  1.0000000e+000
 -2.9142768e-001  7.2728228e-002  1.0000000e+000
  2.7955769e-001 -4.1126424e-001  1.0000000e+000
  1.1509270e-001 -3.4865908e-001  1.0000000e+000
  7.5141176e-001 -1.4091827e-001  1.0000000e+000
  7.8885807e-001 -1.1558748e-001  1.0000000e+000
 -1.2561013e-001 -1.1947021e-001  1.0000000e+000
 -8.7696785e-002 -1.3340166e-001  1.0000000e+000
  5.8848241e-002 -3.6412470e-001  1.0000000e+000
 -2.0106061e-001  3.9848980e-002  1.0000000e+000
  7.7664057e-001 -3.4663226e-002  1.0000000e+000
  3.0055979e-001 -4.2310005e-001  1.0000000e+000
  4.9877079e-001 -2.5831855e-001  1.0000000e+000
  8.2250087e-001 -1.8319774e-002  1.0000000e+000
  4.6489453e-001 -2.9945822e-001  1.0000000e+000
  6.5488670e-001 -2.8936790e-001  1.0000000e+000
 -2.7382986e-001 -1.0565007e-001  1.0000000e+000
  2.9013932e-001 -2.9879820e-001  1.0000000e+000
  7.3580003e-001 -2.6418433e-001  1.0000000e+000
  6.5813601e-001 -9.7986803e-002  1.0000000e+000
  3.6242924e-001 -2.4889273e-001  1.0000000e+000
  7.3757180e-001 -1.5559881e-001  1.0000000e+000
  5.9256952e-001 -1.7393616e-001  1.0000000e+000
  3.2411543e-001 -3.6138650e-001  1.0000000e+000
  4.0916781e-001 -3.7099426e-001  1.0000000e+000
  8.9357664e-001  9.8520741e-002  1.0000000e+000
 -2.8562927e-001  2.2550624e-002  1.0000000e+000
 -2.3440102e-001 -2.2184406e-001  1.0000000e+000
  2.3086720e-001 -3.6058347e-001  1.0000000e+000
  4.4150323e-001 -2.6440593e-001  1.0000000e+000
 -1.8661573e-001 -1.5787746e-001  1.0000000e+000
 -2.0989061e-001 -5.6530615e-002  1.0000000e+000
  8.0621260e-001  7.8430964e-002  1.0000000e+000
  3.1016562e-001 -2.6578412e-001  1.0000000e+000
  6.1058967e-001 -2.0007097e-001  1.0000000e+000
  5.3649625e-001 -3.5685362e-001  1.0000000e+000
  5.2804696e-001 -2.6274348e-001  1.0000000e+000
 -3.1746061e-002 -2.8432440e-001  1.0000000e+000
 -2.8588460e-001 -9.3025783e-002  1.0000000e+000
  4.6782186e-001 -3.6493693e-001  1.0000000e+000
 -2.7688405e-001  5.4517878e-002  1.0000000e+000
 -3.5240654e-002 -3.0994184e-001  1.0000000e+000
 -1.4241441e-001 -2.5442203e-001  1.0000000e+000
  7.5530797e-002 -2.6529131e-001  1.0000000e+000
  7.2340812e-001  8.7057705e-002  1.0000000e+000
  5.9463106e-001 -3.2583023e-001  1.0000000e+000
 -5.3147484e-002 -2.7253012e-001  1.0000000e+000
  2.1082399e-002 -2.2572888e-001  1.0000000e+000
 -1.1642435e-001 -2.6671262e-001  1.0000000e+000
 -2.2347613e-001 -7.3953871e-002  1.0000000e+000
  6.5585466e-001 -2.6409328e-001  1.0000000e+000
  1.0886351e-001 -2.9180205e-001  1.0000000e+000
  7.6991745e-001  3.0711481e-002  1.0000000e+000
 -2.8477972e-001  1.1097102e-001  1.0000000e+000
  9.8265944e-002 -4.1984335e-001  1.0000000e+000
  5.3316019e-001 -2.2090402e-001  1.0000000e+000
  2.1664627e-001 -1.4778823e-001  2.0000000e+000
  2.3019069e-001 -1.6876782e-001  2.0000000e+000
  1.8882707e-001 -9.0308476e-002  2.0000000e+000
  2.1693664e-001 -1.6523605e-001  2.0000000e+000
  2.9647593e-001 -1.5675852e-001  2.0000000e+000
  2.1291009e-001 -1.2545440e-001  2.0000000e+000
  1.5651154e-001 -1.6286429e-001  2.0000000e+000
  1.3135603e-001 -9.9985842e-002  2.0000000e+000
  1.8824088e-001 -1.7131724e-001  2.0000000e+000
  1.2740094e-001 -1.7582453e-001  2.0000000e+000
  2.2676480e-001 -1.2118027e-001  2.0000000e+000
  1.3192135e-001 -1.7049748e-001  2.0000000e+000
  2.3314979e-001 -1.2861027e-001  2.0000000e+000
  2.0813414e-001 -1.1248264e-001  2.0000000e+000
 -1.1044652e-001  2.5611310e-001  2.0000000e+000
 -1.2969452e-001  2.3646494e-001  2.0000000e+000
 -1.4014203e-001  1.5868283e-001  2.0000000e+000
 -1.4748593e-001  1.8297916e-001  2.0000000e+000
 -1.0034088e-001  2.3493702e-001  2.0000000e+000
 -1.5524184e-001  1.8450977e-001  2.0000000e+000
 -1.4999650e-001  2.3425308e-001  2.0000000e+000
 -8.3424189e-002  2.2440970e-001  2.0000000e+000
 -6.6981693e-002  1.9113124e-001  2.0000000e+000
 -5.3673643e-002  1.9019733e-001  2.0000000e+000
