   3.4000000e+00   7.8000000e+00   1.0000000e+00
   3.1500000e+00   7.3500000e+00   1.0000000e+00
   2.6500000e+00   6.1500000e+00   1.0000000e+00
   3.1500000e+00   6.4000000e+00   1.0000000e+00
   2.7000000e+00   6.7000000e+00   1.0000000e+00
   3.9000000e+00   6.7000000e+00   1.0000000e+00
   3.7000000e+00   5.9500000e+00   1.0000000e+00
   3.4000000e+00   5.5500000e+00   1.0000000e+00
   3.8000000e+00   5.0500000e+00   1.0000000e+00
   4.8500000e+00   5.0500000e+00   1.0000000e+00
   5.1500000e+00   4.5000000e+00   1.0000000e+00
   6.2500000e+00   4.9500000e+00   1.0000000e+00
   6.4500000e+00   6.6000000e+00   1.0000000e+00
   5.6000000e+00   6.0500000e+00   1.0000000e+00
   6.5000000e+00   6.0500000e+00   1.0000000e+00
   6.5500000e+00   8.9500000e+00   1.0000000e+00
   5.7000000e+00   8.6500000e+00   1.0000000e+00
   6.1500000e+00   8.0000000e+00   1.0000000e+00
   6.7500000e+00   8.0500000e+00   1.0000000e+00
   6.6500000e+00   7.0500000e+00   1.0000000e+00
   5.0000000e+00   8.7000000e+00   1.0000000e+00
   3.8500000e+00   8.5500000e+00   1.0000000e+00
   4.5500000e+00   8.9500000e+00   1.0000000e+00
   5.2000000e+00   9.4500000e+00   1.0000000e+00
   3.6000000e+00   9.5500000e+00   1.0000000e+00
   3.0500000e+00   8.7500000e+00   1.0000000e+00
   2.7000000e+00   7.8500000e+00   1.0000000e+00
   7.1000000e+00   8.3000000e+00   1.0000000e+00
   7.1000000e+00   6.8500000e+00   1.0000000e+00
   7.1000000e+00   4.8500000e+00   1.0000000e+00
   5.6500000e+00   5.2500000e+00   1.0000000e+00
   7.1000000e+00   5.3500000e+00   1.0000000e+00
   6.0500000e+00   7.5000000e+00   1.0000000e+00
   4.0500000e+00   5.8500000e+00   2.0000000e+00
   3.6000000e+00   7.9000000e+00   2.0000000e+00
   6.2000000e+00   7.3500000e+00   2.0000000e+00
   5.0500000e+00   7.3500000e+00   1.0000000e+00
   4.3500000e+00   6.4500000e+00   1.0000000e+00
   5.0500000e+00   5.9500000e+00   1.0000000e+00
   4.7000000e+00   7.2000000e+00   1.0000000e+00
   3.8500000e+00   7.9000000e+00   1.0000000e+00
   4.4000000e+00   8.0500000e+00   1.0000000e+00
   5.5000000e+00   7.8000000e+00   1.0000000e+00
   5.5000000e+00   6.9000000e+00   1.0000000e+00
   6.0500000e+00   5.7000000e+00   1.0000000e+00
   2.6500000e+00   9.5000000e+00   1.0000000e+00
   2.1500000e+00   9.5000000e+00   1.0000000e+00
   1.4000000e+00   9.1500000e+00   1.0000000e+00
   2.2500000e+00   8.5500000e+00   1.0000000e+00
   2.4500000e+00   9.0500000e+00   1.0000000e+00
   1.8500000e+00   8.3000000e+00   1.0000000e+00
   6.9000000e+00   4.4500000e+00   1.0000000e+00
   7.3000000e+00   3.8500000e+00   1.0000000e+00
   8.6000000e+00   3.7000000e+00   1.0000000e+00
   7.7500000e+00   5.3000000e+00   1.0000000e+00
   7.4000000e+00   6.2000000e+00   1.0000000e+00
   8.4500000e+00   5.1000000e+00   1.0000000e+00
   7.6500000e+00   7.1000000e+00   1.0000000e+00
   8.3500000e+00   5.8000000e+00   1.0000000e+00
   7.0000000e-01   9.9500000e+00   1.0000000e+00
   1.1000000e+00   9.0000000e+00   1.0000000e+00
   1.6000000e+00   7.6000000e+00   1.0000000e+00
   6.4000000e+00   1.0200000e+01   2.0000000e+00
   6.9500000e+00   9.8500000e+00   2.0000000e+00
   7.6500000e+00   9.5500000e+00   2.0000000e+00
   7.4500000e+00   1.0300000e+01   2.0000000e+00
   9.4000000e+00   7.8000000e+00   2.0000000e+00
   9.4500000e+00   8.7500000e+00   2.0000000e+00
   1.7500000e+00   2.4500000e+00   2.0000000e+00
   1.1500000e+00   4.4000000e+00   2.0000000e+00
   3.8000000e+00   3.4000000e+00   2.0000000e+00
   1.5000000e+00   8.0000000e-01   2.0000000e+00
   4.2000000e+00   8.5000000e-01   2.0000000e+00
   3.2500000e+00   1.7500000e+00   2.0000000e+00
   2.7000000e+00   2.5500000e+00   2.0000000e+00
   2.0500000e+00   1.6000000e+00   2.0000000e+00
   5.4000000e+00   2.4000000e+00   2.0000000e+00
   8.1000000e+00   1.0350000e+01   2.0000000e+00
   7.2000000e+00   1.1500000e+01   2.0000000e+00
   8.2340000e-01   8.5144500e+00   2.0000000e+00
   8.7530000e-01   7.9343000e+00   2.0000000e+00
   1.0024000e+00   8.0134700e+00   2.0000000e+00
   5.1000000e-01   7.6134500e+00   2.0000000e+00
   5.0000000e-01   8.0000000e+00   2.0000000e+00
   9.0000000e-01   9.1000000e+00   2.0000000e+00
   1.2234000e+00   1.0414450e+01   2.0000000e+00
   1.3753000e+00   9.5343000e+00   2.0000000e+00
   1.5024000e+00   9.6134700e+00   2.0000000e+00
   1.0100000e+00   1.0213450e+01   2.0000000e+00
   2.0000000e+00   1.0500000e+01   2.0000000e+00
   2.3000000e+00   1.0500000e+01   2.0000000e+00
